method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h6_shake,40,66,1,121,3.07576,1,7976,701,0.149269,0.0425892,-0.205425,0.0161638,0.355681,1.05,1.01479,0.641407,0.508345,0.642761,0.504848,0.607158,0.565001,144,143,0.0821488,-1,1,1
h6_shake,41,66,1,231,1.30106,1,6617,2436,0.0972204,-0.347629,-0.175804,0.0342016,0.469402,1.05,1.13025,0.740189,0.550068,0.740189,0.603218,0.709633,0.678398,144,143,0.0792428,1,1,1
h6_shake,42,66,1,138,3.37541,0,830,10319,-0.203326,0.146685,0.218832,-0.350511,0.652243,1.05,1.05084,0.695535,0.500789,0.695535,0.766031,0.56429,0.528384,144,143,0.101026,1,1,1
h6_shake,43,66,1,116,6.26396,1,4458,11020,-0.121708,-0.277299,0.303167,0.053381,0.538499,1.05,1.00251,0.679296,0.54037,0.68065,0.686897,0.650416,0.617521,144,143,0.0818406,-1,1,1
h6_shake,44,66,1,264,4.54156,1,9884,2321,0.197071,-0.139096,-0.174475,0.028266,0.40752,1.05,1.02696,0.541272,0.459517,0.543978,0.528858,0.591542,0.552162,144,143,0.0799772,1,1,1
h6_shake,45,66,1,318,5.30515,0,4728,11039,-0.100157,-0.165668,0.307156,0.0566368,0.464046,1.05,1.02745,0.554804,0.483198,0.554804,0.62536,0.531829,0.497,144,143,0.0778641,1,1,1
h6_shake,46,66,1,160,0.223719,1,2337,10964,-0.18116,-0.206083,0.293851,0.0472097,0.53841,1.05,1.06133,0.629229,0.491994,0.633288,0.677664,0.570737,0.534501,144,143,0.0763208,-1,1,1
h6_shake,47,66,1,342,2.52378,1,126,10789,-0.223034,-0.00317478,0.248822,0.0301075,0.473178,1.05,1.11145,0.771313,0.586265,0.771313,0.632408,0.621184,0.583942,144,143,0.0867548,1,1,1
h6_shake,48,66,1,102,2.15282,1,7422,660,0.134296,0.161444,-0.222882,-0.342612,0.617806,1.05,0.987574,0.663058,0.509134,0.663058,0.750607,0.548477,0.510128,840,144,0.0793041,1,1,1
h6_shake,49,66,1,90,2.93362,1,6647,758,0.0966454,0.207842,-0.218358,-0.342792,0.634444,1.05,1.04978,0.749662,0.547136,0.752368,0.778955,0.494518,0.454461,840,144,0.0723433,1,1,1
h6_shake,50,66,1,301,4.78083,1,5144,11020,-0.05653,-0.0350466,0.303167,0.053381,0.370529,1.05,1.18939,0.4682,0.389941,0.479026,0.53123,0.49428,0.457065,840,144,0.0809684,1,1,1
h6_shake,51,66,1,94,3.8774,0,2745,10220,-0.161959,0.0998631,0.261521,0.0123968,0.433175,1.05,1.01991,0.710419,0.54894,0.713126,0.570122,0.599541,0.561873,840,144,0.0815667,-1,1,1
h6_shake,52,66,1,269,0.174309,1,4914,10789,-0.0765781,0.0697432,0.248822,0.0301075,0.328021,1.05,0.959046,0.483085,0.398173,0.492557,0.507673,0.531295,0.49119,840,144,0.0831678,1,1,1
h6_shake,53,66,1,30,4.70096,1,1138,10223,-0.202681,0.210212,0.220878,-0.349751,0.702112,1.05,1.02133,0.707713,0.5106,0.707713,0.85549,0.545247,0.505714,840,144,0.0761653,1,1,1
h6_shake,54,66,1,105,0.0102175,0,6653,2436,0.099741,-0.291922,-0.175804,0.0342016,0.427005,1.05,1.01908,0.648173,0.523117,0.648173,0.584258,0.667419,0.63421,840,144,0.0770976,-1,1,1
h6_shake,55,66,1,85,1.53199,0,1685,10789,-0.187538,0.0167341,0.248822,0.0301075,0.437117,1.05,1.06192,0.687415,0.539129,0.687415,0.608709,0.601659,0.563181,840,144,0.0853481,-1,1,1
h6_shake,56,66,1,283,5.51778,1,8530,72,0.157504,0.121969,-0.232185,-0.000769615,0.408656,1.05,1.0602,0.733424,0.543978,0.733424,0.587087,0.610564,0.567806,840,144,0.0907709,-1,1,1
h6_shake,57,66,1,214,5.27191,0,4384,11020,-0.120563,-0.224312,0.303167,0.053381,0.506617,1.05,1.03643,0.608931,0.508345,0.608931,0.676987,0.592464,0.556225,840,144,0.07563,-1,1,1
h6_shake,58,66,1,317,2.05163,1,3441,10220,-0.145947,0.0867376,0.261521,0.0123968,0.415148,1.05,1.03294,0.626522,0.48286,0.626522,0.578139,0.589367,0.547553,840,144,0.0894998,1,1,1
h6_shake,59,66,1,278,5.39958,1,4851,10907,-0.0801258,0.0196056,0.284825,0.0413036,0.365618,1.05,0.895619,0.545332,0.451737,0.545332,0.476367,0.556864,0.51769,840,144,0.105236,-1,1,1
h6_shake,60,66,1,303,2.06804,1,9405,9,0.191904,-0.0132856,-0.250173,0.0228739,0.443999,1.05,1.0634,0.673884,0.532589,0.67659,0.612304,0.590235,0.548548,840,144,0.0805293,1,1,1
h6_shake,61,66,1,55,3.0436,0,10391,660,0.231539,0.167678,-0.222882,-0.342612,0.6833,1.05,1.10157,0.703654,0.524244,0.703654,0.832322,0.570242,0.537061,840,144,0.0801908,-1,1,1
h6_shake,62,66,1,69,1.99359,1,6992,2116,0.137547,-0.358884,-0.180536,0.0338421,0.505673,1.05,1.06947,0.656292,0.541836,0.67659,0.634874,0.707325,0.673583,840,144,0.0756009,1,1,1
h6_shake,63,66,1,163,1.34524,0,10457,70,0.208692,0.0925064,-0.230079,-0.00375175,0.449205,1.05,1.00057,0.778078,0.582995,0.778078,0.6012,0.630514,0.586426,840,144,0.0946952,-1,1,1
h6_shake,64,66,1,81,2.64353,1,10762,758,0.238735,0.17994,-0.218358,-0.342792,0.694462,1.05,1.11473,0.684709,0.536423,0.684709,0.808208,0.573574,0.535692,840,144,0.0818585,-1,1,1
h6_shake,65,66,1,179,0.678249,1,10456,1792,0.243683,-0.00887394,-0.18376,0.0255394,0.42884,1.05,1.16797,0.713126,0.554014,0.713126,0.571697,0.636297,0.595165,840,144,0.0827522,-1,1,1
h6_shake,66,66,1,176,1.67597,0,778,10671,-0.213916,0.0699224,0.252645,0.0197878,0.470187,1.05,1.01083,0.82138,0.601376,0.82138,0.623702,0.626374,0.58637,840,144,0.0902263,-1,1,1
h6_shake,67,66,1,46,4.86842,1,9358,70,0.231387,0.0906944,-0.230079,-0.00375175,0.471383,1.05,1.10304,0.788904,0.600361,0.788904,0.647445,0.642365,0.598234,840,144,0.0925805,1,1,1
h6_shake,68,66,1,306,1.27793,0,4455,10724,-0.10742,0.0678387,0.248198,0.0192919,0.360291,1.05,1.00953,0.65088,0.505977,0.65088,0.516482,0.589712,0.550468,840,144,0.0878081,-1,1,1
h6_shake,69,66,1,248,3.35861,1,7771,72,0.145021,0.0951366,-0.232185,-0.000769615,0.389215,1.05,0.961537,0.707713,0.526951,0.707713,0.567165,0.595726,0.553718,840,144,0.0782456,-1,1,1
h6_shake,70,66,1,17,1.40771,1,5499,11020,-0.0206652,-0.341449,0.303167,0.053381,0.510653,1.05,1.01793,0.829499,0.612765,0.829499,0.70357,0.758082,0.729588,840,144,0.0768703,1,1,1
h6_shake,71,66,1,186,6.20961,0,2504,10937,-0.170838,-0.153934,0.289413,0.0442238,0.501121,1.05,1.0672,0.608931,0.492558,0.608931,0.635729,0.531999,0.49445,840,144,0.0810604,-1,1,1
h6_shake,72,66,1,221,0.894993,1,3538,10724,-0.155168,0.0462008,0.248198,0.0192919,0.40534,1.05,1.01765,0.669824,0.520072,0.669824,0.559233,0.599023,0.55844,840,144,0.0900905,-1,1,1
h6_shake,73,66,1,258,0.823336,1,8871,2722,0.170897,-0.078475,-0.16805,0.0332022,0.356873,1.05,1.05738,0.552097,0.463464,0.572395,0.504354,0.587953,0.547518,840,144,0.0773175,1,1,1
h6_shake,74,66,1,135,0.540366,0,5121,10223,-0.0590582,0.112717,0.220878,-0.349751,0.540665,1.05,1.00853,0.671177,0.493572,0.671177,0.658466,0.506154,0.467569,840,144,0.0761461,-1,1,1
h6_shake,75,66,1,352,1.34628,1,3098,10220,-0.155624,0.0986567,0.261521,0.0123968,0.426781,1.05,1.07691,0.673884,0.500789,0.673884,0.603642,0.583089,0.545746,840,144,0.0897645,-1,1,1
h6_shake,76,66,1,296,0.938496,0,4264,10776,-0.121019,0.0313816,0.244665,0.0273542,0.367591,1.05,1.03625,0.640054,0.495038,0.640054,0.53003,0.582856,0.542623,840,144,0.0876578,-1,1,1
h6_shake,77,66,1,336,1.29482,0,2980,10776,-0.130732,0.0204859,0.244665,0.0273542,0.376035,1.05,1.05655,0.640054,0.499549,0.648173,0.539292,0.581148,0.540847,840,144,0.0892367,-1,1,1
h6_shake,78,66,1,224,2.34301,0,5733,2116,0.00309658,-0.349538,-0.180536,0.0338421,0.425156,1.05,1.09817,0.473613,0.379116,0.492557,0.59156,0.375961,0.344293,840,144,0.0756274,1,1,1
h6_shake,79,66,1,39,1.92414,1,4259,11020,-0.137241,-0.325734,0.303167,0.053381,0.581152,1.05,1.05108,0.700947,0.559653,0.700947,0.711988,0.679835,0.647578,840,144,0.0727896,1,1,1
h6_shake,80,66,1,4,3.91232,0,8825,758,0.161505,0.165166,-0.218358,-0.342792,0.634359,1.05,1.04494,0.700947,0.525598,0.700947,0.7911,0.559684,0.522026,840,144,0.0792395,-1,1,1
h6_shake,81,66,1,113,4.49744,0,6345,2722,0.0710669,-0.0304899,-0.16805,0.0332022,0.247459,1.05,1.16811,0.485792,0.402007,0.493911,0.431291,0.519864,0.480917,840,144,0.0842717,1,1,1
h6_shake,82,66,1,151,2.50437,0,8681,72,0.181038,0.0518036,-0.232185,-0.000769615,0.416941,1.05,1.0628,0.690122,0.540821,0.691475,0.561586,0.607977,0.565722,840,144,0.0867852,-1,1,1
h6_shake,83,66,1,127,0.522329,1,2482,10805,-0.162374,-0.00360489,0.267317,0.0323858,0.431487,1.05,1.05023,0.718539,0.538791,0.718539,0.6226,0.593102,0.553293,840,144,0.107029,-1,1,1
h6_shake,84,66,1,168,4.80594,0,4388,11039,-0.121804,-0.251059,0.307156,0.0566368,0.52796,1.05,1.02353,0.600812,0.514547,0.615697,0.674442,0.620914,0.585712,840,144,0.0745243,1,1,1
h6_shake,85,66,1,296,4.40984,1,4264,10776,-0.121019,0.0313816,0.244665,0.0273542,0.367591,1.05,0.946864,0.583221,0.468539,0.583221,0.506074,0.582797,0.542572,840,144,0.0878484,1,1,1
h6_shake,86,66,1,245,5.7748,1,9764,660,0.212698,0.139269,-0.222882,-0.342612,0.649646,1.05,1.05563,0.709066,0.513983,0.709066,0.767121,0.581711,0.546171,840,144,0.0919473,1,1,1
h6_shake,87,66,1,23,2.63405,0,4516,11020,-0.112155,-0.182159,0.303167,0.053381,0.477611,1.05,0.95989,0.566982,0.485228,0.569689,0.608964,0.53871,0.505415,840,144,0.0775052,-1,1,1
h6_shake,88,66,1,233,3.10891,0,5612,724,-0.00171757,0.233049,-0.222128,-0.344689,0.618355,1.05,1.07817,0.548038,0.37968,0.548038,0.753811,0.405271,0.363787,840,144,0.0847191,1,1,1
h6_shake,89,66,1,216,3.82079,1,4376,10724,-0.112903,0.0563745,0.248198,0.0192919,0.364717,1.05,1.04742,0.657645,0.501579,0.657645,0.541129,0.588595,0.549264,840,144,0.0834003,1,1,1
h6_shake,90,66,1,189,5.27721,1,2319,10724,-0.17789,0.0303392,0.248198,0.0192919,0.427144,1.05,1.04863,0.652233,0.503496,0.654939,0.596458,0.584373,0.543664,840,144,0.0894936,-1,1,1
h6_shake,91,66,1,162,4.92142,0,5545,10223,-0.00962543,0.172175,0.220878,-0.349751,0.570566,1.05,1.01093,0.751015,0.534168,0.751015,0.698887,0.440449,0.405617,840,144,0.0801876,-1,1,1
h6_shake,92,66,1,192,4.25453,1,6935,2116,0.119928,-0.189596,-0.180536,0.0338421,0.374831,1.05,1.09386,0.556157,0.461096,0.568336,0.546846,0.545743,0.507516,840,144,0.0761689,1,1,1
h6_shake,93,66,1,291,5.31144,0,4918,10995,-0.0752392,-0.0315456,0.298555,0.0503235,0.382655,1.05,1.12203,0.588633,0.454781,0.588633,0.583391,0.522955,0.485704,840,144,0.0831236,1,1,1
h6_shake,94,66,1,157,0.199487,1,3355,10724,-0.159561,0.03724,0.248198,0.0192919,0.408988,1.05,1.01369,0.630582,0.488949,0.653586,0.569006,0.606008,0.564327,840,144,0.0878848,1,1,1
h6_shake,95,66,1,277,3.58488,1,2945,10071,-0.153506,0.22651,0.216448,-0.349859,0.684977,1.05,0.98741,0.733424,0.519959,0.733424,0.811829,0.530174,0.48331,840,144,0.0764261,-1,1,1
h6_shake,96,66,1,286,6.03746,0,5732,2121,0.00284195,-0.349243,-0.181166,0.0337954,0.425008,1.05,1.10286,0.757781,0.584348,0.757781,0.553111,0.78454,0.753594,155,145,0.0792021,1,1,1
h6_shake,97,66,1,282,4.53014,0,5785,2436,0.00958633,-0.33397,-0.175804,0.0342016,0.412427,1.05,1.03939,0.768606,0.601714,0.768606,0.584408,0.770956,0.739827,155,145,0.0768945,1,1,1
h6_shake,98,66,1,273,1.76175,0,108,10776,-0.230553,0.00229168,0.244665,0.0273542,0.476194,1.05,1.10027,0.745602,0.585138,0.745602,0.632709,0.629179,0.591356,155,145,0.0860706,1,1,1
h6_shake,99,66,1,23,3.80235,1,4516,11020,-0.112155,-0.182159,0.303167,0.053381,0.477611,1.05,0.967163,0.566982,0.492783,0.566982,0.61895,0.538145,0.50482,155,145,0.0759124,1,1,1
h6_shake,100,66,1,309,2.67101,1,1878,10937,-0.189448,-0.22401,0.289413,0.0442238,0.548929,1.05,1.02094,0.640054,0.499549,0.64682,0.749813,0.593365,0.557485,155,145,0.0731036,-1,1,1
