method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h1,101,11,1,97,4.47457,1,1810,10789,-0.182119,-0.0909252,0.251837,0.0302725,0.45081,0.95,1.0139,0.621294,0.491577,0.641509,0.563656,0.534494,0.496356,94,139,0.10602,-1,1,1
h1,102,11,1,330,5.12862,0,9588,701,0.229717,-0.00283337,-0.207454,0.0154171,0.437587,0.95,1.00312,0.692722,0.551662,0.695418,0.537276,0.632334,0.590461,94,139,0.0825033,1,1,1
h1,103,11,1,89,3.22179,0,361,10776,-0.21741,-0.0199652,0.248111,0.0293283,0.468467,0.95,1.01225,0.677898,0.536613,0.691375,0.584791,0.596942,0.558514,94,139,0.0977338,1,1,1
h1,104,11,1,284,3.17287,1,5764,2436,0.0107155,-0.275857,-0.177717,0.0331116,0.362235,0.95,0.966778,0.734501,0.574573,0.743935,0.537596,0.731705,0.701577,94,139,0.0755844,1,1,1
h1,105,11,1,117,4.59483,0,609,10724,-0.206564,0.0643044,0.244729,0.0212641,0.453394,0.95,0.959661,0.746631,0.572552,0.746631,0.570552,0.637339,0.597049,94,139,0.0987049,-1,1,1
h1,106,11,1,227,1.05147,0,6895,660,0.116494,0.228361,-0.221534,-0.343931,0.66471,0.95,0.916291,0.667116,0.502471,0.667116,0.750635,0.519879,0.475478,94,139,0.0774983,1,1,1
h1,107,11,1,338,0.0769215,1,8247,2722,0.167962,-0.128345,-0.169892,0.0321741,0.374048,0.95,0.900141,0.561995,0.461029,0.591644,0.537413,0.557277,0.518276,94,139,0.0831053,1,1,1
h1,108,11,1,305,1.0022,1,4299,10805,-0.120808,0.0131626,0.269192,0.0356674,0.391269,0.95,1.08581,0.630728,0.481694,0.630728,0.558659,0.580863,0.540997,94,139,0.0944817,1,1,1
h1,109,11,1,202,3.03508,1,144,10724,-0.237375,0.0538673,0.244729,0.0212641,0.48342,0.95,0.995058,0.750674,0.581536,0.750674,0.590754,0.64813,0.609826,94,139,0.0888588,1,1,1
h1,110,11,1,237,2.30846,0,9929,660,0.240938,0.126872,-0.221534,-0.343931,0.659972,0.95,0.918081,0.690027,0.520103,0.695418,0.689381,0.62301,0.587026,94,139,0.0924589,1,1,1
